Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Outdoor Air Enthalpy [J/kg](TimeStep),Environment:Site Outdoor Air Density [kg/m3](TimeStep),Environment:Site Rain Status [](TimeStep),BLOCK5:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE4:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE3:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE7:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE6:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE5:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE2:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK3:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK6:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK2:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),PEOPLE BLOCK5:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE4:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE3:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE7:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE6:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE5:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK3:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK6:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK2:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON) 
 11/07  08:00:00,15.8,82.,5.1,140.,137.,100.,39225.8311145156,1.19654461632098,0.0,19.8788778371184,19.1549863644743,20.7407687491271,22.0051272474156,20.768380948513,22.6442065970731,19.1823973297563,21.4851580997733,19.0499364140288,23.6022406045123,22.0583483058786,-1.96056454374929,-1.49653548258204,-4.18634400639944,-0.818753141606858,-4.10691631171394,-0.509528267780965,-0.759728169239795,-1.11417259337294,-2.5399125271825,-0.470223635239961,-1.54271384941597 
 11/07  09:00:00,17.,77.,5.1,90.,280.,221.,40799.2049203617,1.19015431122046,0.0,20.0085051997545,19.5434752370047,21.5889372586739,21.2888381053167,21.6386662525869,22.1319733467705,21.8467572673505,21.4992552010846,19.0946069205941,23.8212375614349,23.5686310062458,-1.93229057217248,-2.02651052096298,-4.28671787160189,-1.40402164307929,-4.20696831458334,-0.841201269367566,-1.68913144365617,-1.28897951908003,-2.10099636405727,-0.699458046223891,-1.25429762209131 
 11/07  10:00:00,18.2,73.,5.1,90.,247.,575.,42571.5091996631,1.18484839645229,0.0,19.9809090992709,20.0121955190515,21.6621312220567,21.6998930978178,21.6993144909662,22.4331318767698,22.0086034419643,21.0377934483708,19.7639218122268,24.1831989934939,25.584495500667,-1.90896142797392,-1.93146116275872,-4.05139079019063,-1.56026994221008,-3.96451248325527,-0.884755144452951,-1.15328913407009,-1.28387185025666,-1.69108938028415,-0.603062909039447,-0.442071926282781 
 11/07  11:00:00,19.3,68.,5.1,90.,203.,786.,43667.9161722221,1.17923942487346,0.0,20.2536948614877,20.1602428952219,21.5215385705665,22.1515511654239,21.548290092336,22.8885169407308,22.3269220577016,20.8842228392105,20.5647302560266,24.767368552619,27.563872918385,-1.90746141075889,-1.80217674018928,-4.0220816497681,-1.45684351311426,-3.93857121108919,-0.723505725803029,-1.10866770341383,-1.36319410892876,-1.12497200723286,-0.455934021835097,0.539417889777375 
 11/07  12:00:00,20.5,64.,5.1,90.,189.,655.,45237.1011505481,1.17417001713036,0.0,20.8442800009044,20.7377110242272,21.8974761576191,22.7330455804406,21.9200861111244,23.4604644007522,22.838420605217,21.5066007362587,21.54696111307,25.4056528911947,28.6614599515995,-1.85470718364497,-1.77937120738266,-4.07127434419398,-1.35043838677344,-3.99225683374246,-0.568519592860241,-1.0488600241835,-1.40896236876686,-0.709902853954522,-0.274042735848105,1.23450336119038 
 11/07  13:00:00,21.7,60.,5.1,90.,175.,888.,46695.2232794295,1.16922329339326,0.0,21.4148937697261,21.7444154094074,22.9555654351465,23.71216089042,22.9847662963595,24.3911536949906,23.7096344894362,22.7723910819168,22.9581043303792,26.504580980293,30.4295972444817,-1.72958869837198,-1.6433800065524,-3.94362515371091,-1.18299744932116,-3.8642819110893,-0.346400839329054,-0.936233127226775,-1.26849309722319,-0.173945552410429,-5.192819009826047E-02,1.8890801028916 
 11/07  14:00:00,22.8,57.,5.1,90.,170.,820.,48246.0392060333,1.16341033301344,0.0,21.6576515182558,22.5832736258847,23.5905789814662,24.1955586318194,23.6043588596191,24.7747706505127,24.0431825812235,23.7431107747599,24.0245871513677,27.1869993737446,31.1412096671128,-1.60937448789187,-1.42176484029567,-3.61662408412468,-0.924682400258014,-3.53209212659884,-0.104251151204112,-0.748545150551518,-1.00278638024068,0.30971684380911,0.257769568594891,2.41536010294074 
 11/07  15:00:00,24.,54.,5.1,140.,149.,872.,49951.3180131558,1.15836839547523,0.0,21.734529864122,23.3817118888835,24.9762254643968,24.6569623283018,25.0354572687001,25.2322077466225,24.0151537999644,25.2757090823569,25.7328584571871,26.8387110315279,31.2003617219496,-1.55191744598843,-1.22486591698104,-3.39989297302054,-0.771922210714452,-3.31597010531862,9.021743954255167E-03,-0.658426895221081,-0.783204637674468,0.674202905921989,0.48051815548657,2.65718948902482 
 11/07  16:00:00,23.2,57.,5.1,140.,131.,821.,49286.6900828995,1.1613839650048,0.0,21.7861346903854,23.5407970461474,25.0635715491013,24.5266927854639,25.1110375819277,25.2086424099183,23.2584012470132,24.8947787612869,24.927769440138,26.9728079763994,30.6340227607929,-1.52895741190326,-1.02927421661553,-2.96041450128401,-0.644062365832489,-2.86071231945304,6.937176579214287E-02,-0.641302831100412,-0.453852032131142,0.99200237128966,0.462532982490005,2.45520012981394 
 11/07  17:00:00,22.3,61.,5.1,140.,105.,621.,48716.9602763637,1.16466691862932,0.0,21.7949587174866,22.6848650771093,24.2188790916851,23.9206040566476,24.2437151311502,24.6734149592814,22.4182714585023,23.8670077640886,23.831580170932,26.4783580019727,29.1321763973379,-1.51198586552809,-0.965692518757863,-2.9148021776546,-0.672374441459424,-2.81744706456093,1.212326426841973E-02,-0.789221455386904,-0.516803356150693,0.539953375964241,0.479933578233546,1.88159914111471 
 11/07  18:00:00,21.5,64.,5.1,140.,73.,557.,47902.2516697912,1.16666260687445,0.0,21.6039784943949,21.9854975869012,23.403246644172,23.3746465275126,23.4284418919586,24.1655301162169,21.6810718335341,22.9446998544934,22.7467483277578,25.9416957014472,27.7176491238791,-1.50415122392923,-1.11042305534003,-3.14138478998053,-0.795093461484231,-3.04935679871605,-0.146452098804863,-0.960534092396684,-0.713499325620546,-7.269137186810171E-02,0.347904448979279,1.14633766186568 
 11/07  19:00:00,20.7,68.,5.1,140.,32.,180.,47391.7715571369,1.16961390431517,0.0,21.0280950534919,21.2202634831964,22.2012186828997,22.7456140303223,22.2324613470426,23.5452582245482,20.941407127662,21.5962618166741,21.3703973353977,25.0988926985285,26.6691651044958,-1.52013957516556,-1.25142984790732,-3.37629419142406,-0.957315279803308,-3.28478185060927,-0.318266459464724,-1.12198029098591,-0.911440818776011,-0.707533662381609,0.15252428982475,0.435332546854331 
 11/07  20:00:00,19.8,73.,5.1,140.,0.0,0.0,46886.8660334869,1.17290247518666,0.0,20.614443972572,21.8048335876646,21.8234957786358,24.2903610067257,21.8567829398793,24.5123137058997,23.5795631894567,21.2214603252936,20.3121292816879,26.7408355440901,24.9815595460123,-1.62781468744198,-1.41639691405639,-3.72730594157094,-1.15368940745816,-3.64001236852709,-0.506894072077855,-1.3095466866148,-1.19326398069141,-1.28432248112399,-0.122744183471493,-3.171028148518257E-02 
 11/07  21:00:00,19.,78.,5.1,90.,0.0,0.0,46522.745745341,1.17578041054193,0.0,20.273780765446,22.2563696185615,22.7463678898212,24.2883507141165,22.8078922639309,24.5481840520832,23.5277048947,22.2581359290286,19.9518997898607,26.8086183271023,23.8034363692367,-1.70720604283449,-1.33185716316958,-3.841120412822,-0.824977879844836,-3.75620049070493,-0.355775129870893,-0.812580461736589,-1.28862944393759,-1.70115680013848,0.14763184879627,-0.548821278203892 
 11/07  22:00:00,18.4,79.,4.8,90.,0.0,0.0,45224.6749046907,1.17870203515702,0.0,20.2190014062941,22.5293127288666,22.5301324315874,25.0508987101889,22.7816791495406,24.9829464304077,24.0808590420124,22.8264517678649,19.9115721351119,26.5689740035693,22.8519125614713,-1.77960406673565,-1.26361828699439,-3.5571860794079,-0.837852068814736,-3.46191734940821,-0.382892828342808,-0.824638911118843,-1.10940140372618,-1.92165276684261,0.113985192139457,-0.930969663610041 
 11/07  23:00:00,17.9,79.,4.4,90.,0.0,0.0,43872.2269781233,1.18134617741831,0.0,20.0996166123262,22.536866855845,22.4314674678136,25.1242037880175,22.6290122580002,25.067429363148,24.2410464534928,22.9341796308882,19.5248629192197,26.3197178223767,22.0799131502556,-1.80316485530498,-1.24160585544956,-3.62891915276828,-0.68255215149245,-3.47921930313472,-0.321435866857128,-0.721445986071401,-0.997120210532142,-2.03621384401994,2.877244125916274E-02,-1.23185266969783 
 11/07  24:00:00,17.3,80.,4.1,90.,0.0,0.0,42601.5394547509,1.18427196750226,0.0,20.0336358416008,22.6145517857033,21.6667215699054,25.3133312356999,21.7883378155419,25.0797140723234,24.2552034227662,22.9977240182167,19.3830225624155,26.0676202090456,21.351342370472,-1.84865683181902,-1.27169703516324,-3.68437627135704,-0.681848965002731,-3.54887378138508,-0.335254300682855,-0.694868503071227,-0.979682004524092,-2.19696329025214,-5.568713711907673E-02,-1.48696429552973 
 11/08  01:00:00,16.9,80.,3.3,90.,0.0,0.0,41651.4347062518,1.18157500828782,0.0,19.9546717551978,22.8517129105094,21.3120492646249,25.3321725049978,21.436820508094,25.1241355194487,24.450134362959,23.6234028155739,19.6162436511988,25.8426460126738,20.8291845686618,-1.86904179071293,-1.27818225961258,-3.94685469272078,-0.65904143002631,-3.83471354813368,-0.364314867937486,-0.707092663613266,-0.985332076582755,-2.27964753010676,-0.137799423908862,-1.71552155887199 
 11/08  02:00:00,16.6,80.,2.6,90.,0.0,0.0,40847.2316214707,1.18435062861038,0.0,20.2610127836502,22.7687067846363,21.0147124393989,25.5533039501897,21.115254202303,25.3004769521149,24.6501728613361,23.5198848137286,19.3593020173586,25.6495814984482,20.3500443503767,-1.90358537785699,-1.26003165027022,-4.07795572109647,-0.673080610225033,-3.96216873457928,-0.382686866461294,-0.675563578208993,-0.878628074687784,-2.2895962522651,-0.209676133874958,-1.88702797407744 
 11/08  03:00:00,16.2,80.,1.8,90.,0.0,0.0,39797.4145751725,1.18764998326863,0.0,20.1004945954154,22.6696225323961,20.8306147027737,25.4414471063841,20.9488840184974,25.2506034260875,24.7671578022111,23.6026097457273,19.0756945282224,25.4605223507775,19.9432349818362,-1.85702947064769,-1.29980272055378,-4.19410361999792,-0.639878732690271,-4.0834076100468,-0.3690955257431,-0.638026803309969,-0.906994141858716,-2.38286952881111,-0.273753072837371,-2.04163436005174 
 11/08  04:00:00,15.8,81.,1.,90.,0.0,0.0,39077.172590276,1.18952597193681,0.0,20.0047011600655,22.693642236896,20.6521300960659,25.3243655410199,20.7748774993221,25.1350644309024,24.739807964626,23.4332080528553,18.8873615388451,25.2987821883714,19.6775178146054,-1.89884994708079,-1.34242893186271,-4.2818217725467,-0.679868656760609,-4.16417175416508,-0.394797445415299,-0.616391133883578,-0.902161305031079,-2.46815884893783,-0.335772437431422,-2.16520097956495 
 11/08  05:00:00,15.2,84.,0.7,90.,0.0,0.0,38390.7060126526,1.19324677231972,0.0,20.139846893053,22.3850884691386,21.5260341925755,25.5464441477316,21.7533418122568,25.4056677874017,24.9606481687732,22.9954334951457,18.6297536261122,25.1225728422299,19.2540259792203,-1.93234176770384,-1.35424132282802,-4.3620493255102,-0.72648250711612,-4.24202031275235,-0.45235929682532,-0.636538652666283,-0.951434891462452,-2.53705487365818,-0.393407130119325,-2.27374720245047 
 11/08  06:00:00,14.6,88.,0.4,90.,0.0,0.0,37938.7958719351,1.19680730300717,0.0,20.0021715103034,22.2625990637119,20.0216941969489,25.4740729295017,20.0055675186636,25.13557430755,24.7606084042754,22.9481094916651,18.4697243368923,24.9685687034311,19.0181128422616,-1.9102277101197,-1.43501385037839,-4.10376203475544,-0.697220777480953,-3.94629116520793,-0.431464045080895,-0.60628796170617,-1.05135797014262,-2.61432044723498,-0.453120939872228,-2.39935494000233 
 11/08  07:00:00,15.1,84.,0.6,90.,79.,11.,38114.91140368,1.19498199317143,0.0,20.0008933930334,21.8527683861752,20.0140583386687,24.1392923704961,20.0475686895909,24.174763153854,23.6811707647583,22.259343186426,20.4011300469949,24.161508567144,22.0564218459176,-1.93745694287338,-1.47251910550104,-4.57828782310263,-0.725885610666568,-4.49655124041092,-0.469211764784415,-0.63721517783355,-1.06536043493684,-2.53757019877711,-0.488620206353668,-2.36698117596304 
 11/08  08:00:00,15.5,80.,0.8,90.,87.,10.,37992.3275264193,1.19372329080201,0.0,19.9134744409797,19.4121631038623,19.9791049178701,20.8094613697366,19.9030049947336,21.5626192501452,19.2564909884436,20.9643722968121,21.1086076576093,23.4449522331009,21.7945036668061,-1.93478926949145,-1.56355340759469,-4.64301713323282,-1.03941121439535,-4.55262949875537,-0.673749747829752,-0.864300349870284,-1.21689661365269,-2.06807164646693,-0.66225075918058,-1.6452093183 
 11/08  09:00:00,16.,75.,1.,270.,205.,92.,37775.4167854816,1.19220242877105,0.0,20.0549647527233,20.1102413991404,19.9829728512991,20.7610080551083,20.10100198375,21.4886375571843,20.3112242359967,20.8849972247782,20.9953665871518,23.2199381720387,22.5513048031228,-1.95913891007046,-2.03806184001904,-4.67260984611714,-1.81893893465838,-4.64270062217707,-1.1788075461511,-1.76676770701011,-1.49449600835316,-1.74665657518944,-0.834441591322085,-1.46645432570028 
 11/08  10:00:00,16.5,71.,1.2,270.,140.,43.,37787.3299916729,1.19051618134529,0.0,20.0523420035925,19.9818165875863,20.2697963575147,20.950237653251,19.8207809460013,21.5577853015184,20.190295943477,20.9918116646607,21.4284371534422,23.7020479963569,22.9173803518394,-1.95571854400068,-1.9204798291702,-4.71031057295773,-1.87531347685609,-4.60941289641288,-1.22512777685687,-1.59084616509136,-1.53420865900572,-1.64695129904955,-0.893474293280273,-1.27000045543961 
 11/08  11:00:00,16.9,67.,1.4,270.,340.,46.,37506.9089177864,1.18938743549327,0.0,20.0175051440593,20.1699249641053,19.926629052687,20.9215678777627,20.3184036467835,21.6496880853991,20.3228110095956,20.8896282541915,21.5637658318338,23.9127509982322,24.3207447936632,-1.95724009912314,-1.95007975493618,-4.64106622437844,-1.82310233353832,-4.74254886906035,-1.14359559782547,-1.64889987292762,-1.52893581170976,-1.33829895953249,-0.740625836081433,-0.916263656769529 
 11/08  12:00:00,17.4,63.,1.5,270.,363.,98.,37424.6452224578,1.18659711160574,0.0,20.1110819802562,20.2086594887231,20.3459049637278,21.215005515684,20.0828068807444,21.9356878408166,20.9314113076172,21.000899121759,22.1707210541217,24.0488156174103,25.3478185983697,-1.97723518837616,-1.90380583837216,-4.79011357242242,-1.83353890506289,-4.60544026202096,-1.0789511498127,-1.63711498255436,-1.56247346035442,-1.03416822115098,-0.653105061908469,-0.358560395782244 
 11/08  13:00:00,17.9,60.,1.7,270.,163.,37.,37589.0195874108,1.18481499112965,0.0,20.1577040991851,20.3323009546431,20.5585121790485,21.6073917026853,20.3228674499862,22.2308882564911,21.6645732072197,21.2909997167986,22.5900903098639,23.6058108109294,24.5731287802818,-1.96928362382988,-1.89820177901138,-4.68326564167072,-1.80308002989796,-4.72880399040901,-1.0863233530321,-1.5527805119618,-1.55784352146935,-0.906976044068122,-0.636022601490952,-0.306636378492478 
 11/08  14:00:00,18.3,57.,1.9,270.,434.,215.,37484.506211992,1.18356866250229,0.0,20.0993400904158,20.4830909949694,20.5256351639254,21.5318350727566,20.5039158089834,22.3121358466362,21.9047636180856,21.17236926394,22.7834875178965,23.5880451213786,26.00140867825,-1.96695541011009,-1.86266205836806,-4.64192554214052,-1.69101083551714,-4.66111574431886,-0.912155877375048,-1.38831271728258,-1.50777675699255,-0.572904926214638,-0.667752359045349,-3.284793553363587E-02 
 11/08  15:00:00,18.8,54.,2.1,230.,398.,41.,37559.2432282704,1.18186347217498,0.0,20.3361529516963,21.3943806646448,21.1856239582242,21.7522649980504,21.1824358479374,22.484126920321,20.3612744475604,21.6408451055171,23.2533781691604,24.8644074246007,26.6244288552073,-1.99037697672844,-1.81539060665573,-4.66529782136785,-1.71503803983982,-4.62075597406286,-0.892157161275968,-1.33352537386154,-1.52954499198967,-0.42249057595614,-0.654247495421629,0.276125123528909 
 11/08  16:00:00,18.1,58.,1.7,230.,286.,144.,37374.2852088883,1.18431197709622,0.0,20.1211055020392,20.7918157515304,20.3445437528295,21.5507092925408,20.3304114825059,22.3213010382625,20.5973956068235,21.2251743080935,23.0693569425082,25.2480780189023,26.6713603895843,-1.9510007710362,-1.62425177480635,-4.48112337586269,-1.67561712262268,-4.42951935247692,-0.902202965014992,-1.67031559354134,-1.43996202752158,-0.363913780788284,-0.380119754793323,0.318265817992604 
 11/08  17:00:00,17.4,63.,1.4,230.,181.,314.,37404.5130914446,1.18779632707898,0.0,20.1145203577385,20.4131860035127,20.2579084124114,21.304859259344,20.2490007770517,22.0524335147306,19.8932828110012,21.1532475432455,22.8128654622328,25.1150546797457,26.1821722825702,-1.9891434120183,-1.72952128462013,-4.73193502342329,-1.7249860364171,-4.68583155375395,-0.98441351388844,-1.62373485839203,-1.52687814735374,-0.52091954847792,-0.295634369255774,0.173701805500588 
 11/08  18:00:00,16.7,67.,1.,230.,76.,182.,37040.6040572847,1.19040386338643,0.0,19.994076265735,19.9530430014227,19.9383580621151,21.1750761438597,19.9150568703736,21.8802978239615,19.7436744211234,20.9542959589762,22.3268818560411,24.6784537717524,24.6091132664585,-1.97728548777678,-1.79952629263872,-4.77133674158597,-1.80124314556574,-4.72736327816216,-1.11392745473484,-1.80820852945838,-1.55268499432844,-0.815373501906253,-0.36346382540556,-0.261322571562052 
 11/08  19:00:00,16.,72.,0.7,230.,34.,79.,36896.0183957224,1.19285980655265,0.0,20.0879848845978,19.9948484905075,19.7818371732236,20.9325318997225,19.7539207252016,21.5938799357343,19.5092673393829,20.8613790675299,21.4091162553251,24.24813966997,22.614342577261,-2.00774097970352,-1.90427606538907,-4.87463405525195,-1.85148753004415,-4.83738619730608,-1.21038048010242,-1.83975954004741,-1.60604225885263,-1.24268078925429,-0.502265289056242,-0.880085740752867 
 11/08  20:00:00,15.3,78.,0.3,230.,0.0,0.0,36937.4003181265,1.19518814891249,0.0,19.7447537580418,21.6148256703785,19.7403992789648,23.3855473629227,19.7311741254909,23.1909114494688,22.3892212317615,21.9633013881669,21.0665826468626,25.1615115388505,20.9116914401461,-1.97919887915419,-1.92626603004867,-4.93406048581405,-1.94267634498506,-4.90017090397007,-1.32533962480303,-1.93825875633268,-1.64342202089021,-1.68724772227268,-0.663149432874103,-1.53278318455295 
 11/08  21:00:00,14.6,84.,0.0,0.0,0.0,0.0,36843.8054059806,1.19882318732978,0.0,20.0438399447918,21.82133475064,20.4524724384324,23.8344800429401,20.5504881194647,23.5824462420118,23.0683945681452,22.1547994748049,19.6643165694542,25.0714535613832,19.4941182394021,-2.04344545088018,-1.6433096271086,-4.96066249373441,-1.41418687893529,-4.92367596952412,-1.03484476629192,-1.38082718862494,-1.43911998127037,-1.92624363305333,-0.530228720486973,-2.07474184276145 
 11/08  22:00:00,14.4,82.,0.3,0.0,0.0,0.0,35801.1854932168,1.20148368384268,0.0,19.9376539163198,21.7150458439394,20.1622367216308,24.2989719009192,20.1942657895672,23.9290932191769,23.4780746857675,22.262853681702,19.0770917887618,24.7946456318749,18.544918465635,-1.97184155823721,-1.63262400348957,-4.73429102924142,-1.32182416113915,-4.66019009258749,-0.977142061094427,-1.24218014421084,-1.40157226164767,-2.37340821706393,-0.594986234868608,-2.49258449120932 
 11/08  23:00:00,14.2,81.,0.5,0.0,0.0,0.0,35058.8460042861,1.20272623349659,0.0,19.9947298057833,21.6827564306155,20.1636609511078,24.4929574837781,20.0040196139092,24.1229214847507,23.6474863287268,22.2257028469833,18.1915864162931,24.4882743927793,17.8967361660246,-2.01558298794778,-1.68111517712388,-4.84556032624061,-1.23272399538142,-4.7880710596358,-0.929554898136671,-1.15763517245108,-1.38895206489928,-2.62494909126294,-0.692690433679624,-2.77962773277119 
 11/08  24:00:00,14.,79.,0.8,0.0,0.0,0.0,34050.2739290902,1.205370469327,0.0,20.0119562871029,21.5154475383684,20.0177574082446,24.6126676415179,20.0716862569583,24.1910732665582,23.7249628148987,22.0307853727104,17.4766910185833,24.1775901292081,17.3874453819541,-2.01018724412669,-1.71769625320398,-4.86730313967673,-1.20208414582806,-4.86018392142802,-0.912195795801624,-1.12000310685321,-1.40694768275374,-2.90458103498064,-0.792316915510889,-2.98255736692892 
 11/09  01:00:00,13.8,77.,1.,0.0,0.0,0.0,33079.9228159517,1.20679177923501,0.0,19.757417607998,21.3380227476107,19.8096947527238,24.4743079258229,19.9074608665791,24.1012223177739,23.6951736969306,22.0774925872414,16.8872006643759,23.8724978422742,16.9714333187966,-2.00767687531459,-1.77987577674334,-4.93004349118405,-1.18805906613528,-4.86094072089389,-0.921562982608626,-1.10736834673751,-1.46089014151832,-3.13247650312996,-0.889182010942237,-3.14379564804567 
 11/09  02:00:00,13.6,76.,1.3,0.0,0.0,0.0,32356.8176191444,1.20922874281483,0.0,19.9280593424544,21.2675028580289,19.9929911918869,24.5029890725099,20.0992627071216,24.0691087820085,23.6627588089628,21.8981522997986,16.3874342790239,23.62791196299,16.6220126642443,-2.08927019763643,-1.84321190885554,-5.033126568344,-1.23448922829421,-4.94827783636234,-0.965407095903292,-1.11701404588614,-1.46391898842781,-3.31952045770603,-0.985674675718863,-3.27429870355215 
 11/09  03:00:00,13.4,75.,1.5,0.0,0.0,0.0,31662.7803108323,1.2104460738749,0.0,20.0280847303945,21.0659821063203,20.2682422836209,24.549888952198,20.1731336271726,24.0872071825124,23.6831831996472,21.6848955723219,15.9792110622471,23.4024808403103,16.2952626929245,-2.06138426710333,-1.88611004045389,-4.99265517106714,-1.24595742497941,-4.8984451297787,-1.00288900215993,-1.13375710868679,-1.51638463798017,-3.48020416315794,-1.06538995290152,-3.38866185668841 
 11/09  04:00:00,13.2,73.,1.8,0.0,0.0,0.0,30718.7664104495,1.21305958352091,0.0,19.8095458176504,21.0653173090102,19.9752809495264,24.3514543747726,20.1090975371718,23.9175461765747,23.5406094588085,21.8172499660794,15.6328821309719,23.2011891849162,16.0215274377682,-2.04262818810301,-1.95543669184101,-4.91846378969173,-1.25275690145272,-4.87810361907935,-1.02235482167395,-1.13525816887409,-1.57425548020512,-3.61463911883187,-1.13722749463474,-3.4917731752368 
 11/09  05:00:00,13.,72.,2.,0.0,0.0,0.0,30047.5631407125,1.21426502898213,0.0,19.8799530786827,20.7884022195835,20.0080415205823,24.3784551909221,19.9970301740298,23.9034825295441,23.551775233251,21.4662810766511,15.3291110058793,23.0153928925804,15.7644730101872,-2.10101637859998,-1.98434104787502,-5.05200870785187,-1.31675132482836,-4.94590658649175,-1.08501727303231,-1.1746359899675,-1.56252691789438,-3.73062542945752,-1.2048528520355,-3.58178111127529 
 11/09  06:00:00,12.8,70.,2.3,0.0,0.0,0.0,29134.1392593311,1.2168640481234,0.0,19.9167266615043,20.6972991533225,19.7122410422577,24.8018716207771,20.0757964925501,21.8955271344362,23.8054471208143,21.5027887206881,15.0565517095102,22.8616729279743,15.5328985059773,-2.10195240680314,-2.06559397047789,-5.07008093689793,-1.33238712436546,-5.00562486062749,-1.11882391644805,-1.18679287394509,-1.65080738379858,-3.8349966716129,-1.26748223005868,-3.6665635323432 
 11/09  07:00:00,13.5,67.,2.4,0.0,32.,537.,29877.8605610532,1.21386803436367,0.0,19.8615469513563,20.959510499381,19.7903090298909,23.1938292114266,19.8505175040256,23.0160010805227,22.9224263747431,21.6670373949409,16.3995761274457,21.8919299548318,19.2923036649157,-2.10347468556867,-2.0679465657364,-5.19837744261518,-1.25457025624538,-5.02048168867957,-1.50580534068798,-1.10082406869509,-1.63807149890056,-3.69940074103831,-1.30081021989379,-3.6440267685688 
 11/09  08:00:00,14.3,63.,2.5,0.0,68.,719.,30533.979339756,1.21060965840957,0.0,19.916122680953,20.0200926113588,19.1174814559636,21.0308019865426,19.1935876625656,21.3788039496509,19.3042307233999,20.8053017129707,18.8617066403749,21.8809772745003,20.1330414504087,-2.11358927655214,-1.98938061620089,-5.18161811297,-1.61930612622982,-5.07198571810418,-1.28490747214031,-1.24850182082842,-1.60866050240938,-3.13571296416846,-1.47954739518494,-2.52733601642621 
 11/09  09:00:00,15.,60.,2.6,180.,109.,760.,31187.2332864062,1.20771316414902,0.0,19.9350148977289,19.9833525304544,19.0799604967909,20.7712302478781,19.3286227719616,21.1864055163985,19.4737984647339,20.5954177050463,19.9762057963848,21.9390851827409,21.7447179235482,-2.1097745708431,-2.14933219626685,-5.39582559457081,-2.11437479973084,-5.29793089894432,-1.58566986093482,-1.99345322908234,-1.78249988679941,-2.20845062621131,-1.47750974575461,-1.95913256017392 
 11/09  10:00:00,15.7,57.,2.7,180.,186.,777.,31796.0632265574,1.20486433501359,0.0,19.9527889374455,19.9079041452289,19.7552898444979,20.6378756024766,19.6750519873032,21.1151356814986,18.9443694533291,20.762991533117,20.4435098659949,22.3047385601905,23.9546127265831,-2.11351441388629,-2.14311960715536,-5.43550566285613,-2.16470774251462,-5.29018020634357,-1.55028431865541,-1.92662248064906,-1.8269279813362,-1.54090401367434,-1.39265918801388,-1.09236251161787 
 11/09  11:00:00,16.5,54.,2.8,180.,220.,717.,32577.0759897772,1.20037009243446,0.0,19.9319494255777,20.0771873881804,19.9263157375386,20.7764512696797,19.9751039322795,21.4204884401787,19.3834160373789,20.8258200195338,20.5432025588461,22.9221048088457,25.6386807496649,-2.10589831765871,-2.15159287093663,-5.24278682998191,-2.17794545433555,-5.20157941657064,-1.47018566362179,-2.12161850669898,-1.79474987598697,-1.04483991274875,-1.24389175352476,-0.19435372546055 
 11/09  12:00:00,17.2,51.,2.8,180.,175.,520.,33084.2924475326,1.19762995712329,0.0,19.9371609276298,20.7540593825905,19.9091709855112,21.1194287341491,19.6567684591269,21.7410788944162,19.2991681738673,20.9039118381054,21.3343068866753,23.3934321099717,26.1852718649197,-2.1215523781393,-2.11802221642202,-5.19015748855449,-2.15638610810471,-5.11016067085485,-1.37867074059427,-2.03815501187303,-1.77624692755538,-0.850867186195346,-1.06962943128138,0.254664638352923 
