26.7,1,140,60,0,0,61117.713536588,1.13061208692098,0,0.0883290458871244,-0.246843572779546,0.242279651967149,26.4815447309838,26.8607471660502,26.8095956114412,1,1,1,1,1,1
27.2,0.8,140,57,0,0,60873.0825614725,1.12925896917306,0,0.171233988019336,-0.13088478313097,0.31812647032145,27.001795412309,27.2634763276322,27.2899720450126,1,1,1,1,1,1
27.8,0.7,140,54,0,0,60880.8466532913,1.12629740967768,0,0.277856982302508,-0.0359313317870828,0.406853763075107,27.2728778007611,27.6811804083591,27.6190197110468,1,1,1,1,1,1
28.3,0.5,140,51,0,0,60465.8345163947,1.12507427241046,0,0.346485591284115,0.0741156835824244,0.478808719971443,27.4069655485969,27.8568221990821,27.9772030867159,1,1,1,1,1,1
28.9,0.3,140,49,0,0,60913.2664938633,1.12295679179298,0,0.391416865060543,0.138377095016133,0.549289189630059,27.6923429194853,28.19987799757,28.5398306656964,1,1,1,1,1,1
29.4,0.2,140,47,0,0,61014.1620557741,1.12138669062722,0,0.462465475898598,0.229210094601059,0.680304957141871,27.9208236265174,28.5036151848022,28.9909443818105,1,1,1,1,1,1
30,0,0,44,0,0,60637.6911650353,1.11985300381725,0,0.524983899674074,0.321098677018541,0.7956167246878,28.4758329522023,29.0602835247134,29.465379362364,1,1,1,1,1,1
29.3,0.6,0,48,102,102,61405.8380011241,1.12141537103037,0,0.670701696405695,0.465068001457406,0.92930177230428,28.3379213961715,28.6547859108807,29.0063018450591,1,1,1,1,1,1
28.7,1.8,0,51,78,176,61645.347024941,1.12305103334282,0,0.69774677945477,0.412876934214547,0.907713920292617,28.2887911742223,28.4998708574408,28.6369682505394,1,1,1,1,1,1
28,3,50,55,84,371,62147.0287866417,1.12368078251099,0,0.793312578812097,0.460231106058038,0.939984645643112,28.1029919318521,28.0231123479837,28.0349651953681,1,1,1,1,1,1
27.3,4.2,50,59,146,481,62459.5162597926,1.12558138319663,0,0.870140818055069,0.445032414508534,0.93399904437194,27.9782356420225,27.6083291469701,27.417372498576,1,1,1,1,1,1
26.7,5.4,50,63,135,466,62982.682203925,1.12590417421455,0,0.910279371212055,0.404919123040354,0.876729478599048,27.8422651085367,27.2867692493785,26.8543907609154,1,1,1,1,1,1
26,6.6,50,67,30,327,63017.3684364312,1.12801254369591,0,0.885061530596352,0.333212943454055,0.773753681388984,27.2835239755664,26.6367144192898,26.1683645402819,1,1,1,1,1,1
