27.5,0,0,70,0,0,69699.2550405237,1.12449305592872,0,2.11436997073888,1.61427430194253,1.42943260281107,31.2733259803378,31.1077122313236,28.9237700387749,1,1,0,0,1,1
27.7,0,0,70,0,0,70414.3394275595,1.12339532823408,0,2.1586681501459,1.67834920367735,1.42022338448114,31.5426180467512,31.3702879042686,29.0548048998985,1,1,0,0,1,1
27.8,0,0,70,0,0,70774.0008052975,1.12284567217354,0,2.19195738202519,1.74296598193659,1.43016175083688,31.4823971342589,31.4119634079536,29.107914159708,1,1,0,0,1,1
27.9,0,0,71,0,0,71767.761424697,1.12186027727099,0,2.16302650042136,1.75764008612971,1.42732405222876,31.4670295395394,31.4177375319199,29.1797891017708,1,1,0,0,1,1
28.1,0,0,70,0,0,71861.5569412288,1.12119348887075,0,2.14498447256443,1.76668371689922,1.43889921293839,31.4208048102103,31.4535747942017,29.2866889601571,1,1,0,0,1,1
28.2,0,0,71,0,0,72825.6251271975,1.12135548044167,0,2.12242222648708,1.78130835455198,1.4497820578094,31.4212399661204,31.4950868052054,29.3268474778347,1,1,0,0,1,1
28.4,0,0,70,0,0,72916.3117230935,1.1206918886163,0,2.1138215156529,1.80155792641937,1.46221856092635,31.423971167291,31.5114264199267,29.4704768762578,1,1,0,0,1,1
28.5,0,0,71,0,0,73941.8208937551,1.11968827659389,0,2.10348572749208,1.81327359631884,1.48695704498159,31.4143614352647,31.5703646560844,29.5340724435165,1,1,0,0,1,1
28.2,0,0,72,473,50,73470.0403285282,1.12091304484986,0,2.11958333563387,1.83438477260589,1.52343027868727,31.1400674329466,30.9983368007893,29.2084499749881,1,1,0,0,1,1
27.9,0,0,73,706,80,72988.1697983171,1.12214725846306,0,2.16009112902296,1.73190814058031,1.50183315909896,29.8382489269988,29.2040156746438,29.1784303984743,1,1,0,0,1,1
27.6,1.2,0,73,743,115,71874.8491846999,1.12381877736612,0,2.06993248862734,1.38323170898911,1.55372169490206,30.0137041824193,29.3111832887656,28.9882220236838,1,1,0,0,1,1
27.3,2.4,0,74,593,206,71430.3311536026,1.12390451286709,0,2.26691182093229,1.44705820555586,1.60139517870143,29.6738691278807,28.6490600070477,27.6712867582116,1,1,0,0,1,1
27,3.6,0,75,302,414,70931.071139789,1.12515770195063,0,2.2724821287145,1.32972413230647,1.39995103663806,29.3364221596876,28.1119693120052,27.3094385885588,1,1,0,0,1,1
26.8,4.8,0,75,508,307,70198.0990701274,1.12627104676942,0,2.30952206359606,1.21337068747896,1.35525331431325,29.0683667377013,27.7160608635069,27.053208846227,1,1,0,0,1,1
26.5,6,0,76,193,542,69735.837492015,1.12637132975437,0,2.27165312104706,1.14515499238979,1.33677785601207,28.9531893767063,27.4449925279345,26.7320320500972,1,1,0,0,1,1
26.2,7.2,50,77,4,208,69220.4974559087,1.12764168730115,1,1.93002050238982,0.968127518177388,1.11894507559213,28.5650076361299,27.4759661272812,26.5291002692744,1,1,0,0,1,1
25.4,6.2,50,80,24,276,67989.3181165932,1.13094283819116,0,1.88914799606088,0.949244203435786,1.00902112071934,28.3317147794459,27.1367104244371,25.822862758093,1,1,0,0,1,1
24.6,5.1,50,82,4,161,66170.4319096179,1.13467230986545,0,1.75482331482437,0.809806836220191,0.775300724430041,27.9769976220777,26.8104983696423,25.195154323136,1,1,0,0,1,1
